unique_id,ds,y
series_4,2023-01-05,36.93766784667969
series_4,2023-01-06,25.763538360595703
series_4,2023-01-07,29.81920623779297
series_4,2023-01-08,20.643238067626953
series_4,2023-01-09,27.085664749145508
series_4,2023-01-10,33.91877365112305
series_4,2023-01-11,22.741281509399414
series_4,2023-01-12,34.36113739013672
series_4,2023-01-13,30.686189651489258
series_4,2023-01-14,23.780244827270508
series_4,2023-01-15,26.492013931274414
series_4,2023-01-16,26.70467185974121
series_4,2023-01-17,28.752403259277344
series_4,2023-01-18,26.31928062438965
series_4,2023-01-19,24.86355972290039
series_4,2023-01-20,27.477062225341797
series_4,2023-01-21,23.865550994873047
series_4,2023-01-22,22.552366256713867
series_4,2023-01-23,28.759117126464844
series_4,2023-01-24,33.414371490478516
series_4,2023-01-25,21.35314178466797
series_4,2023-01-26,29.017539978027344
series_4,2023-01-27,25.750219345092773
series_4,2023-01-28,24.114273071289062
series_4,2023-01-29,33.267189025878906
series_4,2023-01-30,26.409151077270508
series_4,2023-01-31,36.49150848388672
series_4,2023-02-01,25.10080337524414
series_4,2023-02-02,30.932510375976562
series_4,2023-02-03,27.863584518432617
series_4,2023-02-04,25.229890823364258
series_4,2023-02-05,31.93837547302246
series_4,2023-02-06,28.225086212158203
series_4,2023-02-07,32.01605224609375
series_4,2023-02-08,28.76354217529297
series_4,2023-02-09,23.570919036865234
series_4,2023-02-10,28.489654541015625
series_4,2023-02-11,29.259775161743164
series_4,2023-02-12,33.79231643676758
series_4,2023-02-13,24.46865463256836
series_4,2023-02-14,28.8033504486084
series_4,2023-02-15,20.390605926513672
series_4,2023-02-16,32.25746536254883
series_4,2023-02-17,23.59258460998535
series_4,2023-02-18,19.968202590942383
series_4,2023-02-19,28.703916549682617
series_4,2023-02-20,34.52842330932617
series_4,2023-02-21,21.377765655517578
series_4,2023-02-22,23.55982208251953
series_4,2023-02-23,25.28362464904785
series_4,2023-02-24,23.352516174316406
series_4,2023-02-25,30.897138595581055
series_4,2023-02-26,24.963163375854492
series_4,2023-02-27,25.392425537109375
series_4,2023-02-28,31.916526794433594
series_4,2023-03-01,25.222427368164062
series_4,2023-03-02,31.16390037536621
series_4,2023-03-03,24.14307403564453
series_4,2023-03-04,22.939308166503906
series_4,2023-03-05,19.82275390625
series_4,2023-03-06,38.30601501464844
series_4,2023-03-07,27.398704528808594
series_4,2023-03-08,30.219667434692383
series_4,2023-03-09,28.84475326538086
series_4,2023-03-10,29.799808502197266
series_4,2023-03-11,29.248432159423828
series_4,2023-03-12,38.54108428955078
series_4,2023-03-13,23.80536651611328
series_4,2023-03-14,21.212690353393555
series_4,2023-03-15,23.940200805664062
series_4,2023-03-16,22.326454162597656
series_4,2023-03-17,32.73480987548828
series_4,2023-03-18,33.101890563964844
series_4,2023-03-19,24.193422317504883
series_4,2023-03-20,22.047821044921875
series_4,2023-03-21,27.226016998291016
series_4,2023-03-22,35.95561981201172
series_4,2023-03-23,14.902153015136719
series_4,2023-03-24,31.633132934570312
series_4,2023-03-25,23.62122344970703
series_4,2023-03-26,34.20183563232422
series_4,2023-03-27,23.610380172729492
series_4,2023-03-28,27.572921752929688
series_4,2023-03-29,21.468605041503906
series_4,2023-03-30,24.113710403442383
series_4,2023-03-31,35.929195404052734
series_4,2023-04-01,33.1028938293457
series_4,2023-04-02,26.99165916442871
series_4,2023-04-03,24.649137496948242
series_4,2023-04-04,19.530963897705078
series_4,2023-04-05,27.03171730041504
series_4,2023-04-06,28.845483779907227
series_4,2023-04-07,28.579729080200195
series_4,2023-04-08,28.53104019165039
series_4,2023-04-09,23.39095115661621
series_4,2023-04-10,28.668630599975586
series_4,2023-04-11,28.80663299560547
series_4,2023-04-12,35.45280838012695
series_4,2023-04-13,38.33366775512695
series_4,2023-04-14,28.315053939819336
